index,title,genres,tag
2987,Melvin and Howard (1980),Drama,Hepburn and Tracy
2988,For Your Eyes Only (1981),Action|Adventure|Thriller,Marx brothers
2989,Licence to Kill (1989),Action|Adventure|Thriller,opera
2990,Live and Let Die (1973),Action|Adventure|Thriller,immigrants
2991,Rawhead Rex (1986),Horror|Thriller,In Netflix queue
2992,Thunderball (1965),Action|Adventure|Thriller,Tolkein
2993,House on Haunted Hill (1999),Horror|Thriller,Vietnam
2995,Music of the Heart (1999),Drama,real estate
2996,Being John Malkovich (1999),Comedy|Drama|Fantasy,serial killer
2997,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,Civil War
3000,My Best Fiend (Mein liebster Feind) (1999),Documentary,Charlotte Bronte
3002,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,cross dressing
3003,"Bachelor, The (1999)",Comedy|Romance,men in drag
3004,"Bone Collector, The (1999)",Thriller,amnesia
3005,"Insider, The (1999)",Drama|Thriller,In Netflix queue
3006,American Movie (1999),Documentary,truckers
3007,Last Night (1998),Drama|Sci-Fi,circus
3008,Rosetta (1999),Drama,mountain climbing
3010,"They Shoot Horses, Don't They? (1969)",Drama,adolescence
3011,Bride of Re-Animator (1990),Comedy|Horror,priest
3013,Bustin' Loose (1981),Comedy,religion
3014,Coma (1978),Thriller,religion
3015,Creepshow (1982),Horror,Cold War
3016,Creepshow 2 (1987),Horror,memory
3017,Re-Animator (1985),Comedy|Horror|Sci-Fi,Grace
3018,Drugstore Cowboy (1989),Crime|Drama,adolescence
3019,Falling Down (1993),Action|Drama,crime
3020,"Funhouse, The (1981)",Horror,revenge
3021,"General, The (1926)",Comedy|War,Holocaust
3022,Piranha (1978),Horror|Sci-Fi,High School
3024,"Taming of the Shrew, The (1967)",Comedy,World War II
3028,Nighthawks (1981),Action|Drama,multiple personalities
3029,Yojimbo (1961),Action|Adventure,cancer
3030,Repossessed (1990),Comedy,Hepburn and Tracy
3031,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,marriage
3032,Spaceballs (1987),Comedy|Sci-Fi,Rogers and Hammerstein
3033,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,biopic
3034,Mister Roberts (1955),Comedy|Drama|War,In Netflix queue
3035,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,blindness
3036,Little Big Man (1970),Western,deaf
3037,"Face in the Crowd, A (1957)",Drama,Stephen King
3038,Trading Places (1983),Comedy,space station
3039,Meatballs (1979),Comedy,In Netflix queue
3040,Meatballs Part II (1984),Comedy,Hepburn and Tracy
3041,Meatballs III (1987),Comedy,sports
3042,Meatballs 4 (1992),Comedy,sexuality
3043,Dead Again (1991),Mystery|Romance|Thriller,King Arthur
3044,Peter's Friends (1992),Comedy|Drama,adultery
3045,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,In Netflix queue
3046,Under the Rainbow (1981),Comedy,MacBeth
3048,Anywhere But Here (1999),Comedy|Drama,terrorism
3051,Dogma (1999),Adventure|Comedy|Fantasy,In Netflix queue
3052,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,Nick and Nora Charles
3053,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,Nick and Nora Charles
3054,Felicia's Journey (1999),Thriller,Nick and Nora Charles
3055,Oxygen (1999),Crime|Drama|Thriller,Nick and Nora Charles
3056,Where's Marlowe? (1998),Comedy,Nick and Nora Charles
3057,"Commitments, The (1991)",Comedy|Drama|Musical,In Netflix queue
3060,Holiday Inn (1942),Comedy|Musical,In Netflix queue
3061,"Longest Day, The (1962)",Action|Drama|War,Amtrak
3062,Poison Ivy (1992),Drama|Thriller,Homeless
3063,Poison Ivy: New Seduction (1997),Drama|Thriller,independent
3064,Tora! Tora! Tora! (1970),Action|Drama|War,New York
3066,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,Sundance award winner
3067,"Verdict, The (1982)",Drama|Mystery,Train
3068,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,psychology
3070,Stand and Deliver (1988),Comedy|Drama,police
3071,Moonstruck (1987),Comedy|Romance,show business
3072,"Sandpiper, The (1965)",Drama|Romance,politics
3073,Jeremiah Johnson (1972),Western,In Netflix queue
3074,Repulsion (1965),Drama|Horror,remade
3075,Irma la Douce (1963),Comedy,In Netflix queue
3076,42 Up (1998),Documentary,In Netflix queue
3077,Liberty Heights (1999),Drama,Van Gogh
3078,Mansfield Park (1999),Comedy|Drama|Romance,swashbuckler
3079,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,In Netflix queue
3081,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,Not available from Netflix
3082,All About My Mother (Todo sobre mi madre) (1999),Drama,In Netflix queue
3083,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,Anne Boleyn
3086,Scrooged (1988),Comedy|Fantasy|Romance,In Netflix queue
3087,Harvey (1950),Comedy|Fantasy,assassination
3088,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,heist
3089,Matewan (1987),Drama,Clock
3090,Kagemusha (1980),Drama|War,Prince
3091,McCabe & Mrs. Miller (1971),Drama|Western,In Netflix queue
3093,Maurice (1987),Drama|Romance,military
3094,"Grapes of Wrath, The (1940)",Drama,convent
3095,My Man Godfrey (1957),Comedy,religion
3096,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,Dickens
3097,"Natural, The (1984)",Drama,ogres
3098,Shampoo (1975),Comedy|Drama|Romance,pregnancy
3099,"River Runs Through It, A (1992)",Drama,religion
3100,Fatal Attraction (1987),Drama|Thriller,Magic
3101,Jagged Edge (1985),Crime|Romance|Thriller,Wizards
3102,Stanley & Iris (1990),Drama|Romance,politics
3103,Midnight Run (1988),Action|Comedy|Crime|Thriller,high school
3104,Awakenings (1990),Drama|Mystery,In Netflix queue
3105,Come See the Paradise (1990),Drama|Romance,death
3106,Backdraft (1991),Action|Drama,divorce
3107,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,World War II
3108,"River, The (1984)",Drama,deafness
3109,Places in the Heart (1984),Drama,food
3111,'night Mother (1986),Drama,McDonalds
3112,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,circus
3113,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,Ireland
3114,Flawless (1999),Drama,fairy tales
3115,Ride with the Devil (1999),Drama|Romance|War,In Netflix queue
3117,"Distinguished Gentleman, The (1992)",Comedy,In Netflix queue
3120,"End of the Affair, The (1999)",Drama,In Netflix queue
3125,Holy Smoke (1999),Comedy|Drama,politics
3127,Sweet and Lowdown (1999),Comedy|Drama,terrorism
3129,Bonfire of the Vanities (1990),Comedy|Crime|Drama,Doc Ock
3130,Daddy Long Legs (1919),Comedy|Drama,generation X
3132,Grand Illusion (La grande illusion) (1937),Drama|War,drugs
3134,"Great Santini, The (1979)",Drama,immigrants
3135,Stealing Home (1988),Drama,court
3138,"Two Jakes, The (1990)",Drama,Cole Porter
3141,U2: Rattle and Hum (1988),Documentary|Musical,Oscar (Best Actress)
3142,Hell in the Pacific (1968),Drama|War,In Netflix queue
3143,Cradle Will Rock (1999),Drama,psychology
3145,Deuce Bigalow: Male Gigolo (1999),Comedy,Rome
3146,"Green Mile, The (1999)",Crime|Drama,Australia
3147,"Cider House Rules, The (1999)",Drama,Stand Up
3148,"War Zone, The (1999)",Drama|Thriller,In Netflix queue
3150,"Last Picture Show, The (1971)",Drama,zombies
3152,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,alcoholism
3153,Anna and the King (1999),Drama|Romance,marriage
3155,Bicentennial Man (1999),Drama|Romance|Sci-Fi,Agatha Christie
3156,Stuart Little (1999),Children|Comedy|Fantasy,Oscar (Best Supporting Actress)
3157,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,train
3158,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,disability
3159,Magnolia (1999),Drama,time travel
3160,Onegin (1999),Drama|Romance,Oscar (Best Actress)
3161,Simpatico (1999),Comedy|Drama,parenthood
3162,Topsy-Turvy (1999),Comedy|Drama|Musical,psychology
3163,Boiling Point (1993),Action|Drama,stage
3165,Carnal Knowledge (1971),Comedy|Drama,wine
3167,Easy Rider (1969),Adventure|Drama,psychology
3168,The Falcon and the Snowman (1985),Crime|Drama|Thriller,abortion
3169,Room at the Top (1959),Drama,biopic
3171,Any Given Sunday (1999),Drama,Disney
3173,Man on the Moon (1999),Comedy|Drama,superhero
3174,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,Peter Pan
3175,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,Hearst
3176,Next Friday (2000),Comedy,martial arts
3177,"Hurricane, The (1999)",Drama,In Netflix queue
3178,Angela's Ashes (1999),Drama,journalism
3179,Titus (1999),Drama,gold
3181,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,revenge
3182,"Third Miracle, The (1999)",Drama,show business
3183,Snow Falling on Cedars (1999),Drama,In Netflix queue
3185,"Girl, Interrupted (1999)",Drama,In Netflix queue
3186,My Dog Skip (1999),Children|Drama,made me cry
3189,Supernova (2000),Adventure|Sci-Fi|Thriller,mirrors
3190,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,In Netflix queue
3192,"Way We Were, The (1973)",Drama|Romance,Not available from Netflix
3194,Stalag 17 (1953),Drama|War,In Netflix queue
3196,"Presidio, The (1988)",Action|Crime|Romance|Thriller,donkey
3197,Papillon (1973),Crime|Drama,In Netflix queue
3198,"Last Detail, The (1973)",Comedy|Drama,anime
3200,Five Easy Pieces (1970),Drama,In Netflix queue
3201,Dead Calm (1989),Thriller,In Netflix queue
3203,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,In Netflix queue
3204,Against All Odds (1984),Romance,religion
3206,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,saints
3208,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,Animal movie
3210,"Cry in the Dark, A (1988)",Drama,camels
3211,Batman: Mask of the Phantasm (1993),Animation|Children,fatherhood
3213,American Flyers (1985),Drama,revenge
3214,"Star Is Born, A (1937)",Drama,India
3217,Pacific Heights (1990),Mystery|Thriller,surfing
3219,"Draughtsman's Contract, The (1982)",Drama,boxing
3221,"Zed & Two Noughts, A (1985)",Drama,genocide
3223,Woman in the Dunes (Suna no onna) (1964),Drama,roald dahl
3224,Down to You (2000),Comedy|Romance,biopic
3225,"Odessa File, The (1974)",Thriller,Howard Hughes
3230,Where the Buffalo Roam (1980),Comedy,movie business
3235,Eye of the Beholder (1999),Thriller,child abuse
3238,"Big Tease, The (1999)",Comedy,busniess
3240,"Cup, The (Phörpa) (1999)",Comedy,Shakespeare
3241,Encino Man (1992),Comedy,motherhood
3243,"Goodbye Girl, The (1977)",Comedy|Romance,orphans
3244,Malcolm X (1992),Drama,06 Oscar Nominated Best Movie - Animation
3246,Sister Act (1992),Comedy|Crime,In Netflix queue
3247,Sister Act 2: Back in the Habit (1993),Comedy,marriage
3248,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,In Netflix queue
3249,Alive (1993),Drama,In Netflix queue
3250,Agnes of God (1985),Drama|Mystery,In Netflix queue
3251,Scent of a Woman (1992),Drama,birds
3252,Wayne's World (1992),Comedy,parrots
3253,Wayne's World 2 (1993),Comedy,fatherhood
3254,"League of Their Own, A (1992)",Comedy|Drama,business
3255,Patriot Games (1992),Action|Crime|Drama|Thriller,money
3256,"Bodyguard, The (1992)",Drama|Romance|Thriller,scandal
3257,Death Becomes Her (1992),Comedy|Fantasy,racism
3258,Far and Away (1992),Adventure|Drama|Romance,space
3259,Howards End (1992),Drama,space opera
3260,Singles (1992),Comedy|Drama|Romance,boxing
3261,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,hip hop
3262,White Men Can't Jump (1992),Comedy|Drama,pregnancy
3263,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,Firefly
3264,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,In Netflix queue
3265,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,In Netflix queue
3266,"Mariachi, El (1992)",Action|Crime|Thriller|Western,pregnancy
3267,Stop! Or My Mom Will Shoot (1992),Action|Comedy,Animal movie
3268,Forever Young (1992),Drama|Romance|Sci-Fi,bears
3269,"Cutting Edge, The (1992)",Comedy|Drama|Romance,Animal movie
3270,Of Mice and Men (1992),Drama,In Netflix queue
3271,Bad Lieutenant (1992),Crime|Drama,Africa
3272,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,business
3273,Single White Female (1992),Drama|Thriller,politics
3274,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,mathematics
3275,Gun Shy (2000),Comedy,In Netflix queue
3276,"Baby, The (1973)",Horror,In Netflix queue
3280,"Brandon Teena Story, The (1998)",Documentary,06 Oscar Nominated Best Movie - Animation
3281,Minnie and Moskowitz (1971),Action,In Netflix queue
3283,They Might Be Giants (1971),Comedy|Mystery|Romance,Dickens
3284,"Beach, The (2000)",Adventure|Drama,Truman Capote
3285,Snow Day (2000),Comedy,06 Oscar Nominated Best Movie - Animation
3286,"Tigger Movie, The (2000)",Animation|Children,Aardman
3287,Not One Less (Yi ge dou bu neng shao) (1999),Drama,In Netflix queue
3289,Eaten Alive (1977),Horror,divorce
3294,Raining Stones (1993),Drama,courtroom drama
3295,To Sir with Love (1967),Drama,In Netflix queue
3296,Boiler Room (2000),Crime|Drama|Thriller,In Netflix queue
3298,Hanging Up (2000),Comedy|Drama,journalism
3299,Pitch Black (2000),Horror|Sci-Fi|Thriller,McCarthy hearings
3300,"Whole Nine Yards, The (2000)",Comedy|Crime,Morrow
3301,Beautiful People (1999),Comedy,In Netflix queue
3302,Black Tar Heroin: The Dark End of the Street (2000),Documentary,In Netflix queue
3303,"Circus, The (1928)",Comedy,Magic
3306,City Lights (1931),Comedy|Drama|Romance,Wizards
3307,"Flamingo Kid, The (1984)",Comedy|Drama,Johnny Cash
3308,"Kid, The (1921)",Comedy|Drama,C.S. Lewis
3310,Class Reunion (1982),Comedy,In Netflix queue
3313,Happy Go Lovely (1951),Musical,In Netflix queue
3315,Reindeer Games (2000),Action|Thriller,In Netflix queue
3316,Wonder Boys (2000),Comedy|Drama,Brad Pitt
3317,Chain of Fools (2000),Comedy|Crime,Bruce Willis
3323,Drowning Mona (2000),Comedy,mindfuck
3324,"Next Best Thing, The (2000)",Comedy|Drama,Post apocalyptic
3325,What Planet Are You From? (2000),Comedy|Sci-Fi,post-apocalyptic
3326,Beyond the Mat (1999),Documentary,remake
3327,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,time travel
3328,The Year My Voice Broke (1987),Drama|Romance,twist ending
3329,Splendor in the Grass (1961),Drama|Romance,villain nonexistent or not needed for good story
3330,My Tutor (1983),Drama,Adam Sandler
3331,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,Adam Sandler
3334,For All Mankind (1989),Documentary,stop looking at me swan
3338,Born Yesterday (1950),Comedy,Morgan Freeman
3341,Birdy (1984),Drama|War,androids
3342,Blood Feast (1963),Horror,artificial intelligence
3344,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,atmospheric
3345,Never Cry Wolf (1983),Adventure|Drama,cyberpunk
3347,"Raisin in the Sun, A (1961)",Drama,future
3350,"Closer You Get, The (2000)",Comedy|Romance,mindfuck
3353,Mission to Mars (2000),Sci-Fi,Philip K. Dick
3354,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,Scifi masterpiece
3355,East-West (Est-ouest) (1999),Drama|Romance,disturbing
3357,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,drama
3358,Breaking Away (1979),Comedy|Drama,gothic
3359,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,psychology
3360,Bull Durham (1988),Comedy|Drama|Romance,suspense
3361,Dog Day Afternoon (1975),Crime|Drama,Michael Bay
3362,American Graffiti (1973),Comedy|Drama,terrorism
3363,"Asphalt Jungle, The (1950)",Crime|Film-Noir,black comedy
3364,"Searchers, The (1956)",Drama|Western,dark comedy
3365,"Big Country, The (1958)",Romance|Western,satire
3368,Betrayed (1988),Drama|Thriller,GIVE ME BACK MY SON!
3370,"Bridge at Remagen, The (1969)",Action|War,It was melodramatic and kind of dumb
3372,Daughters of the Dust (1991),Drama,Mel Gibson
3374,"Ogre, The (Unhold, Der) (1996)",Drama,Alfred Hitchcock
3378,On the Beach (1959),Drama,Atmospheric
3379,"Taking of Pelham One Two Three, The (1974)",Action|Crime,imdb top 250
3384,Volunteers (1985),Comedy,James Stewart
3385,JFK (1991),Drama|Mystery|Thriller,imdb top 250
3386,Who's Harry Crumb? (1989),Comedy|Mystery,James Stewart
3387,Harry and the Hendersons (1987),Children|Comedy,mystery
3388,Let's Get Harry (1986),Action|Adventure,photographer
3389,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,photography
3390,Who's That Girl? (1987),Comedy,Alfred Hitchcock
3391,She-Devil (1989),Comedy,imdb top 250
3392,Date with an Angel (1987),Comedy|Fantasy|Romance,eerie
3393,Blind Date (1987),Comedy|Romance,movie business
3394,Nadine (1987),Comedy,humorous
3395,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,neo-noir
3396,"Great Muppet Caper, The (1981)",Children|Comedy,Quentin Tarantino
3397,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,religion
3398,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,Tarantino
3400,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,classic
3401,Turtle Diary (1985),Comedy|Drama|Romance,George Lucas
3402,Raise the Titanic (1980),Drama|Thriller,Harrison Ford
3403,Titanic (1953),Action|Drama,music
3404,"Night to Remember, A (1958)",Action|Drama,original plot
3405,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,sci-fi
3406,Erin Brockovich (2000),Drama,sequel
3408,Final Destination (2000),Drama|Thriller,Alfred Hitchcock
3409,Soft Fruit (1999),Comedy|Drama,black and white
3410,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,imdb top 250
3412,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,remade
3414,"Mirror, The (Zerkalo) (1975)",Drama,anti-war
3415,"Crimson Pirate, The (1952)",Adventure|Comedy,animation
3417,Thelma & Louise (1991),Adventure|Crime|Drama,anime
3418,...And Justice for All (1979),Drama|Thriller,visually stunning
3420,Animal House (1978),Comedy,cameo:Whoopi Goldberg
3421,She's Gotta Have It (1986),Comedy|Romance,space opera
3422,School Daze (1988),Drama,Star Trek
3423,Do the Right Thing (1989),Drama,Adam Sandler
3424,Mo' Better Blues (1990),Drama|Musical,best comedy
3425,Jungle Fever (1991),Drama|Romance,Chris Klein
3426,"Champ, The (1979)",Drama,dumb
3428,Creature Comforts (1989),Animation|Comedy,Jason Biggs
3429,Death Wish (1974),Action|Crime|Drama,not funny
3430,Death Wish 2 (1982),Action|Drama,pizza beer
3431,Death Wish 3 (1985),Action|Drama,Seann William Scott
3432,Death Wish 4: The Crackdown (1987),Action|Drama,teen
3433,Death Wish 5: The Face of Death (1994),Action|Drama,animation
3434,Double Indemnity (1944),Crime|Drama|Film-Noir,adventure
3435,Dying Young (1991),Drama|Romance,atmospheric
3436,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,fantasy world
3438,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,Studio Ghibli
3439,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,surreal
3440,Red Dawn (1984),Action|Drama|War,aliens
3441,Band of the Hand (1986),Action|Crime|Drama,Arnold Schwarzenegger
3442,Bloodsport (1988),Action,dialogue
3444,Eyes of Laura Mars (1978),Mystery|Thriller,guns
3445,Funny Bones (1995),Comedy|Drama,Jesse Ventura
3446,"Good Earth, The (1937)",Drama,macho
3447,"Good Morning, Vietnam (1987)",Comedy|Drama|War,sci-fi
3448,"Good Mother, The (1988)",Drama,scifi cult
3449,Grumpy Old Men (1993),Comedy,atmospheric
3450,Guess Who's Coming to Dinner (1967),Drama,comics
3451,Romeo Must Die (2000),Action|Crime|Romance|Thriller,father-son relationship
3452,Here on Earth (2000),Drama|Romance,mindfuck
3453,Whatever It Takes (2000),Comedy|Romance,unique
3454,Buddy Boy (1999),Drama|Thriller,mystery
3455,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,twist ending
3456,Gothic (1986),Drama|Horror,claymation
3459,Lord of the Flies (1963),Adventure|Drama|Thriller,creativity
3461,Modern Times (1936),Comedy|Drama|Romance,dystopia
3462,Heart and Souls (1993),Comedy|Fantasy,free to download
3466,Hud (1963),Drama|Western,imagination
3467,"Hustler, The (1961)",Drama,no dialogue
3468,Inherit the Wind (1960),Drama,social commentary
3469,Dersu Uzala (1975),Adventure|Drama,mental hospital
3470,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,psychology
3471,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,suspense
3473,Retroactive (1997),Sci-Fi|Thriller,Well Done
3474,"Place in the Sun, A (1951)",Drama|Romance,dreamlike
3475,Jacob's Ladder (1990),Horror|Mystery,hallucinatory
3476,Empire Records (1995),Comedy|Drama,mental illness
3477,"Bamba, La (1987)",Drama,psychology
3478,Ladyhawke (1985),Adventure|Fantasy|Romance,social commentary
3479,Lucas (1986),Drama|Romance,teen
3480,High Fidelity (2000),Comedy|Drama|Romance,thought-provoking
3481,"Road to El Dorado, The (2000)",Animation|Children,crappy sequel
3483,"Skulls, The (2000)",Thriller,first was much better
3484,Hook (1991),Adventure|Comedy|Fantasy,sequel
3489,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,cult film
3492,True Grit (1969),Adventure|Drama|Western,imagination
3494,Madame Sousatzka (1988),Drama,Jim Carrey
3496,Max Dugan Returns (1983),Comedy,love
3497,Midnight Express (1978),Drama,surreal
3498,Misery (1990),Drama|Horror|Thriller,comic book
3499,Mr. Saturday Night (1992),Comedy|Drama,Atmospheric
3500,Murphy's Romance (1985),Comedy|Romance,good soundtrack
3501,My Life (1993),Drama,M. Night Shyamalan
3502,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,animation
3503,Network (1976),Comedy|Drama,Samuel L. Jackson
3504,No Way Out (1987),Drama|Mystery|Thriller,big budget
3505,North Dallas Forty (1979),Comedy|Drama,love
3506,"Odd Couple, The (1968)",Comedy,Halle Berry
3507,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,Hugh Jackman
3508,Frequency (2000),Drama|Thriller,bad
3510,Ready to Rumble (2000),Comedy,disappointing
3511,Return to Me (2000),Drama|Romance,faerie tale
3512,Rules of Engagement (2000),Drama|Thriller,fairy tale
3513,Joe Gould's Secret (2000),Drama,far fetched
3514,Me Myself I (2000),Comedy|Romance,M. Night Shyamalan
3515,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,Paul Giamatti
3516,Force 10 from Navarone (1978),Action|Drama|War,costume drama
3519,Mystery Train (1989),Comedy|Drama,Edward Norton
3521,Arthur (1981),Comedy|Romance,magic
3524,Bachelor Party (1984),Comedy,Paul Giamatti
3525,Parenthood (1989),Comedy|Drama,dreamlike
3526,Predator (1987),Action|Sci-Fi|Thriller,zombies
3527,"Prince of Tides, The (1991)",Drama|Romance,friendship
3528,"Postman Always Rings Twice, The (1981)",Crime|Thriller,high school
3529,All the Vermeers in New York (1990),Comedy|Drama|Romance,Michael Cera
3531,28 Days (2000),Drama,nerds
3534,American Psycho (2000),Crime|Horror|Mystery|Thriller,self discovery
3535,Keeping the Faith (2000),Comedy|Drama|Romance,shenanigans
3536,Where the Money Is (2000),Comedy|Drama,virginity
3537,East is East (1999),Comedy,anime
3538,"Filth and the Fury, The (2000)",Documentary,alone in the world
3539,Diner (1982),Comedy|Drama,apocalypse
3543,Shakes the Clown (1992),Comedy,based on a book
3544,Cabaret (1972),Drama|Musical,last man on earth
3545,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,plot holes
3546,Auntie Mame (1958),Comedy|Drama,Post apocalyptic
3548,Guys and Dolls (1955),Comedy|Musical|Romance,post-apocalyptic
3549,The Hunger (1983),Horror,religion
3550,Marathon Man (1976),Crime|Drama|Thriller,vampire
3551,Caddyshack (1980),Comedy,Michael Cera
3552,Gossip (2000),Drama|Thriller,notable soundtrack
3553,Love and Basketball (2000),Drama|Romance,pregnancy
3554,U-571 (2000),Action|Thriller|War,teenage pregnancy
3555,"Virgin Suicides, The (1999)",Drama|Romance,witty
3556,Jennifer 8 (1992),Mystery|Thriller,black comedy
3557,Limelight (1952),Comedy|Drama|Romance,Colin Farrell
3559,"Crow: Salvation, The (2000)",Action|Horror,dark comedy
3563,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,drugs
3564,Where the Heart Is (2000),Comedy|Drama,friendship
3565,"Big Kahuna, The (2000)",Comedy|Drama,irreverent
3566,Bossa Nova (2000),Comedy|Drama|Romance,Ralph Fiennes
3567,Smiling Fish and Goat on Fire (1999),Comedy|Romance,stylized
3568,"Idiots, The (Idioterne) (1998)",Comedy|Drama,movies about movies
3569,Time Code (2000),Comedy|Drama,last man on earth
3571,Carnosaur (1993),Horror|Sci-Fi,love story
3572,Carnosaur 2 (1995),Horror|Sci-Fi,Post apocalyptic
3573,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,social commentary
3574,"Hidden, The (1987)",Action|Horror|Sci-Fi,Brad Pitt
3576,Two Moon Junction (1988),Drama|Romance,Coen Bros
3577,Gladiator (2000),Action|Adventure|Drama,Coen Brothers
3578,Up at the Villa (2000),Drama,dark comedy
3580,Human Traffic (1999),Comedy,espionage
3581,Breathless (1983),Action|Drama|Romance|Thriller,George Clooney
3584,The Idolmaker (1980),Drama|Romance,John Malkovich
3586,Inferno (1980),Horror,satire
3587,"Lords of Flatbush, The (1974)",Comedy|Drama,twists & turns
3590,Mr. Mom (1983),Comedy|Drama,weird
3591,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,2D animation
3592,Battlefield Earth (2000),Action|Sci-Fi,cult film
3593,Center Stage (2000),Drama|Musical,stylish
3594,Screwed (2000),Comedy,surreal
3596,Whipped (2000),Comedy,joss whedon
3597,Hamlet (2000),Crime|Drama|Romance|Thriller,Nathan Fillion
3598,Anchors Aweigh (1945),Comedy|Musical,Neil Patrick Harris
3599,Gypsy (1962),Musical,parody
3604,On the Town (1949),Comedy|Musical|Romance,Andy Samberg
3606,Pee-wee's Big Adventure (1985),Adventure|Comedy,bromance
3608,Regret to Inform (1998),Documentary,bromantic
3609,Honeymoon in Vegas (1992),Comedy|Romance,comedy
3614,Dinosaur (2000),Adventure|Animation|Children,Jaime Pressly
3615,Loser (2000),Comedy|Romance,Jason Segel
3616,Road Trip (2000),Comedy,masculinity
3617,Small Time Crooks (2000),Comedy|Crime,Paul Rudd
3618,"Hollywood Knights, The (1980)",Comedy,2001-like
3619,"Twelve Chairs, The (1970)",Comedy,Sci-fi
3622,Mission: Impossible II (2000),Action|Adventure|Thriller,solitude
3623,Shanghai Noon (2000),Action|Adventure|Comedy|Western,bad plot
3624,Better Living Through Circuitry (1999),Documentary,comic book
3625,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,hugh jackman
3626,Carnival of Souls (1962),Horror|Thriller,Ryan Reynolds
